  
       XFOIL         Version 6.99
  
 Calculated polar for: windex1200 originalprofil                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   2.5454   0.00000   0.00033  -0.4989   0.0000   0.0000
  -4.500   2.6024   0.00000   0.00033  -0.4999   0.0000   0.0000
  -4.000   2.6591   0.00000   0.00034  -0.5008   0.0000   0.0000
  -3.500   2.7157   0.00000   0.00034  -0.5017   0.0000   0.0000
  -3.000   2.7720   0.00000   0.00034  -0.5025   0.0000   0.0000
  -2.500   2.8281   0.00000   0.00035  -0.5033   0.0000   0.0000
  -2.000   2.8840   0.00000   0.00035  -0.5040   0.0000   0.0000
  -1.500   2.9397   0.00000   0.00034  -0.5046   0.0000   0.0000
  -1.000   2.9952   0.00000   0.00034  -0.5052   0.0000   0.0000
  -0.500   3.0504   0.00000   0.00034  -0.5057   0.0000   0.0000
   0.000   3.1054   0.00000   0.00033  -0.5062   0.0000   0.0000
   0.500   3.1602   0.00000   0.00033  -0.5066   0.0000   0.0000
   1.000   3.2147   0.00000   0.00032  -0.5069   0.0000   0.0000
   1.500   3.2690   0.00000   0.00031  -0.5072   0.0000   0.0000
   2.000   3.3230   0.00000   0.00030  -0.5075   0.0000   0.0000
   2.500   3.3768   0.00000   0.00029  -0.5076   0.0000   0.0000
   3.000   3.4303   0.00000   0.00028  -0.5077   0.0000   0.0000
   3.500   3.4836   0.00000   0.00027  -0.5078   0.0000   0.0000
   4.000   3.5366   0.00000   0.00025  -0.5078   0.0000   0.0000
   4.500   3.5893   0.00000   0.00023  -0.5077   0.0000   0.0000
   5.000   3.6417   0.00000   0.00022  -0.5076   0.0000   0.0000
   5.500   3.6939   0.00000   0.00020  -0.5074   0.0000   0.0000
   6.000   3.7458   0.00000   0.00018  -0.5071   0.0000   0.0000
   6.500   3.7974   0.00000   0.00016  -0.5068   0.0000   0.0000
   7.000   3.8487   0.00000   0.00014  -0.5065   0.0000   0.0000
   7.500   3.8998   0.00000   0.00011  -0.5060   0.0000   0.0000
   8.000   3.9505   0.00000   0.00009  -0.5056   0.0000   0.0000
   8.500   4.0009   0.00000   0.00006  -0.5050   0.0000   0.0000
   9.000   4.0510   0.00000   0.00004  -0.5044   0.0000   0.0000
   9.500   4.1008   0.00000   0.00001  -0.5038   0.0000   0.0000
  10.000   4.1503   0.00000  -0.00002  -0.5030   0.0000   0.0000
  10.500   4.1995   0.00000  -0.00005  -0.5023   0.0000   0.0000
  11.000   4.2484   0.00000  -0.00009  -0.5014   0.0000   0.0000
  11.500   4.2969   0.00000  -0.00012  -0.5006   0.0000   0.0000
  12.000   4.3452   0.00000  -0.00015  -0.4996   0.0000   0.0000
  12.500   4.3930   0.00000  -0.00019  -0.4986   0.0000   0.0000
  13.000   4.4406   0.00000  -0.00022  -0.4975   0.0000   0.0000
  13.500   4.4878   0.00000  -0.00026  -0.4964   0.0000   0.0000
  14.000   4.5347   0.00000  -0.00030  -0.4953   0.0000   0.0000
  14.500   4.5812   0.00000  -0.00034  -0.4940   0.0000   0.0000
  15.000   4.6274   0.00000  -0.00038  -0.4927   0.0000   0.0000
