  
       XFOIL         Version 6.99
  
 Calculated polar for: windex1200 originalprofil                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   4.0561   0.00000   0.00106  -0.7317   0.0000   0.0000
  -4.500   4.1045   0.00000   0.00105  -0.7314   0.0000   0.0000
  -4.000   4.1526   0.00000   0.00103  -0.7311   0.0000   0.0000
  -3.500   4.2004   0.00000   0.00101  -0.7307   0.0000   0.0000
  -3.000   4.2478   0.00000   0.00099  -0.7301   0.0000   0.0000
  -2.500   4.2949   0.00000   0.00097  -0.7295   0.0000   0.0000
  -2.000   4.3417   0.00000   0.00094  -0.7288   0.0000   0.0000
  -1.500   4.3882   0.00000   0.00091  -0.7280   0.0000   0.0000
  -1.000   4.4343   0.00000   0.00088  -0.7271   0.0000   0.0000
  -0.500   4.4801   0.00000   0.00085  -0.7261   0.0000   0.0000
   0.000   4.5256   0.00000   0.00082  -0.7250   0.0000   0.0000
   0.500   4.5707   0.00000   0.00078  -0.7238   0.0000   0.0000
   1.000   4.6154   0.00000   0.00075  -0.7225   0.0000   0.0000
   1.500   4.6598   0.00000   0.00071  -0.7212   0.0000   0.0000
   2.000   4.7039   0.00000   0.00066  -0.7197   0.0000   0.0000
   2.500   4.7476   0.00000   0.00062  -0.7182   0.0000   0.0000
   3.000   4.7909   0.00000   0.00057  -0.7165   0.0000   0.0000
   3.500   4.8339   0.00000   0.00053  -0.7148   0.0000   0.0000
   4.000   4.8765   0.00000   0.00048  -0.7129   0.0000   0.0000
   4.500   4.9187   0.00000   0.00042  -0.7110   0.0000   0.0000
   5.000   4.9606   0.00000   0.00037  -0.7090   0.0000   0.0000
   5.500   5.0020   0.00000   0.00031  -0.7069   0.0000   0.0000
   6.000   5.0431   0.00000   0.00026  -0.7047   0.0000   0.0000
   6.500   5.0838   0.00000   0.00020  -0.7025   0.0000   0.0000
   7.000   5.1242   0.00000   0.00014  -0.7001   0.0000   0.0000
   7.500   5.1641   0.00000   0.00007  -0.6977   0.0000   0.0000
   8.000   5.2036   0.00000   0.00001  -0.6951   0.0000   0.0000
   8.500   5.2428   0.00000  -0.00006  -0.6925   0.0000   0.0000
   9.000   5.2815   0.00000  -0.00013  -0.6898   0.0000   0.0000
   9.500   5.3199   0.00000  -0.00020  -0.6870   0.0000   0.0000
  10.000   5.3578   0.00000  -0.00027  -0.6842   0.0000   0.0000
  10.500   5.3954   0.00000  -0.00035  -0.6812   0.0000   0.0000
  11.000   5.4325   0.00000  -0.00043  -0.6782   0.0000   0.0000
  11.500   5.4692   0.00000  -0.00050  -0.6751   0.0000   0.0000
  12.000   5.5055   0.00000  -0.00058  -0.6719   0.0000   0.0000
  12.500   5.5414   0.00000  -0.00066  -0.6687   0.0000   0.0000
  13.000   5.5769   0.00000  -0.00075  -0.6653   0.0000   0.0000
  13.500   5.6119   0.00000  -0.00083  -0.6619   0.0000   0.0000
  14.000   5.6465   0.00000  -0.00092  -0.6584   0.0000   0.0000
  14.500   5.6807   0.00000  -0.00100  -0.6549   0.0000   0.0000
  15.000   5.7144   0.00000  -0.00109  -0.6512   0.0000   0.0000
