  
       XFOIL         Version 6.99
  
 Calculated polar for: wxtail                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.700 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
 -13.000  -1.1039   0.04289   0.02266  -0.0224   1.0000   0.0178   1.0000  53.0831
 -12.800  -1.1002   0.04126   0.02135  -0.0222   1.0000   0.0177   1.0000  53.0741
 -12.600  -1.0953   0.03975   0.02015  -0.0220   1.0000   0.0176   1.0000  53.0655
 -12.400  -1.0898   0.03829   0.01900  -0.0217   1.0000   0.0176   1.0000  53.0574
 -12.200  -1.0835   0.03690   0.01793  -0.0214   1.0000   0.0175   1.0000  53.0498
 -12.000  -1.0767   0.03557   0.01691  -0.0211   1.0000   0.0174   1.0000  53.0426
 -11.800  -1.0691   0.03427   0.01594  -0.0207   1.0000   0.0174   1.0000  53.0360
 -11.600  -1.0549   0.03322   0.01488  -0.0213   0.8358   0.0173  13.7417  53.0284
 -11.400  -1.0474   0.03218   0.01404  -0.0204   0.8122   0.0172  14.6920  53.0224
 -11.200  -1.0386   0.03110   0.01322  -0.0197   0.8004   0.0172  15.1508  53.0167
 -11.000  -1.0290   0.03001   0.01243  -0.0190   0.7934   0.0171  15.4136  53.0114
 -10.800  -1.0189   0.02893   0.01165  -0.0182   0.7873   0.0171  15.6422  53.0068
 -10.600  -1.0082   0.02785   0.01089  -0.0174   0.7816   0.0171  15.8578  53.0030
 -10.400  -0.9972   0.02674   0.01014  -0.0165   0.7770   0.0170  16.0298  53.0004
 -10.200  -0.9863   0.02552   0.00935  -0.0156   0.7741   0.0170  16.1314  52.9996
 -10.000  -0.9756   0.02438   0.00862  -0.0146   0.7711   0.0170  16.2411  53.0010
  -9.800  -0.9663   0.02315   0.00786  -0.0134   0.7679   0.0171  16.3557  53.0063
  -9.600  -0.9594   0.02195   0.00714  -0.0118   0.7647   0.0172  16.4715  53.0166
  -9.400  -0.9526   0.02070   0.00637  -0.0102   0.7615   0.0174  16.5875  53.0365
  -9.200  -0.9456   0.01942   0.00559  -0.0086   0.7580   0.0177  16.7122  53.0744
  -9.000  -0.9375   0.01821   0.00484  -0.0071   0.7540   0.0184  16.8570  53.1489
  -8.800  -0.9263   0.01723   0.00424  -0.0059   0.7498   0.0198  17.0063  53.2931
  -8.600  -0.9103   0.01663   0.00391  -0.0053   0.7480   0.0212  17.0699  53.4385
  -8.400  -0.8924   0.01620   0.00368  -0.0049   0.7458   0.0223  17.1466  53.5579
  -8.200  -0.8737   0.01583   0.00347  -0.0046   0.7434   0.0233  17.2273  53.6617
  -8.000  -0.8546   0.01548   0.00327  -0.0043   0.7410   0.0241  17.3116  53.7500
  -7.800  -0.8352   0.01517   0.00308  -0.0040   0.7385   0.0248  17.3989  53.8230
  -7.600  -0.8155   0.01487   0.00290  -0.0037   0.7359   0.0254  17.4872  53.8821
  -7.400  -0.7956   0.01459   0.00273  -0.0035   0.7333   0.0258  17.5773  53.9294
  -7.200  -0.7755   0.01433   0.00257  -0.0032   0.7306   0.0262  17.6716  53.9664
  -7.000  -0.7551   0.01410   0.00242  -0.0030   0.7276   0.0265  17.7746  53.9947
  -6.800  -0.7359   0.01373   0.00219  -0.0027   0.7241   0.0278  17.8957  54.1146
  -6.600  -0.7159   0.01342   0.00200  -0.0024   0.7208   0.0299  18.0097  54.2984
  -6.400  -0.6957   0.01306   0.00183  -0.0022   0.7194   0.0331  18.0574  54.5779
  -6.200  -0.6754   0.01273   0.00167  -0.0020   0.7175   0.0378  18.1218  54.9745
  -6.000  -0.6573   0.01212   0.00139  -0.0015   0.7152   0.0650  18.2007  56.8730
  -5.800  -0.6387   0.01157   0.00115  -0.0012   0.7126   0.0963  18.2875  58.6300
  -5.600  -0.6192   0.01114   0.00097  -0.0010   0.7100   0.1254  18.3733  60.0585
  -5.400  -0.6001   0.01065   0.00077  -0.0007   0.7075   0.1600  18.4581  61.5683
  -5.200  -0.5805   0.01021   0.00060  -0.0005   0.7050   0.1972  18.5426  63.0610
  -5.000  -0.5616   0.00969   0.00040  -0.0002   0.7024   0.2457  18.6270  64.8463
  -4.800  -0.5427   0.00917   0.00021   0.0001   0.6998   0.2983  18.7171  66.6531
  -4.600  -0.5227   0.00880   0.00008   0.0003   0.6967   0.3431  18.8197  68.1234
  -4.400  -0.5031   0.00844  -0.00002   0.0006   0.6928   0.3945  18.9523  69.7506
  -4.200  -0.4822   0.00818  -0.00006   0.0007   0.6904   0.4355  19.0291  71.0235
  -4.000  -0.4606   0.00796  -0.00006   0.0009   0.6887   0.4656  19.0847  71.9479
  -3.800  -0.4386   0.00781  -0.00006   0.0009   0.6865   0.4864  19.1570  72.5823
  -3.600  -0.4156   0.00775  -0.00006   0.0009   0.6840   0.4991  19.2394  72.9736
  -3.400  -0.3931   0.00765  -0.00004   0.0009   0.6814   0.5126  19.3233  73.3861
  -3.200  -0.3703   0.00760  -0.00002   0.0009   0.6788   0.5249  19.4103  73.7622
  -3.000  -0.3473   0.00756  -0.00001   0.0009   0.6761   0.5374  19.4993  74.1443
  -2.800  -0.3250   0.00750   0.00006   0.0010   0.6732   0.5540  19.5921  74.6529
  -2.600  -0.3018   0.00752   0.00008   0.0009   0.6701   0.5634  19.6930  74.9443
  -2.400  -0.2789   0.00750   0.00008   0.0009   0.6666   0.5703  19.8072  75.1553
  -2.200  -0.2562   0.00751   0.00012   0.0009   0.6623   0.5781  19.9481  75.3962
  -2.000  -0.2331   0.00752   0.00016   0.0009   0.6598   0.5847  20.0284  75.6013
  -1.800  -0.2097   0.00751   0.00018   0.0008   0.6580   0.5901  20.0871  75.7692
  -1.600  -0.1862   0.00751   0.00018   0.0006   0.6556   0.5945  20.1652  75.9069
  -1.400  -0.1627   0.00751   0.00018   0.0005   0.6526   0.5975  20.2603  75.9996
  -1.200  -0.1396   0.00743   0.00018   0.0005   0.6494   0.6043  20.3615  76.2115
  -1.000  -0.1165   0.00740   0.00020   0.0004   0.6464   0.6094  20.4578  76.3716
  -0.800  -0.0932   0.00739   0.00021   0.0004   0.6434   0.6141  20.5532  76.5177
  -0.600  -0.0700   0.00740   0.00022   0.0003   0.6401   0.6184  20.6576  76.6550
  -0.400  -0.0467   0.00742   0.00021   0.0002   0.6363   0.6222  20.7805  76.7739
  -0.200  -0.0235   0.00749   0.00021   0.0001   0.6312   0.6255  20.9419  76.8775
   0.000  -0.0000   0.00752   0.00022   0.0000   0.6281   0.6281  21.0427  76.9573
   0.200   0.0235   0.00749   0.00021  -0.0001   0.6255   0.6312  21.1225  77.0568
   0.400   0.0467   0.00742   0.00021  -0.0002   0.6222   0.6363  21.2262  77.2195
   0.600   0.0700   0.00740   0.00022  -0.0003   0.6184   0.6401  21.3450  77.3424
   0.800   0.0932   0.00739   0.00021  -0.0004   0.6141   0.6434  21.4822  77.4468
   1.000   0.1165   0.00740   0.00020  -0.0004   0.6094   0.6464  21.6284  77.5422
   1.200   0.1396   0.00743   0.00018  -0.0005   0.6043   0.6494  21.7884  77.6385
   1.400   0.1627   0.00752   0.00018  -0.0005   0.5976   0.6526  21.9998  77.7397
   1.600   0.1862   0.00751   0.00018  -0.0006   0.5945   0.6556  22.0931  77.8348
   1.800   0.2097   0.00751   0.00018  -0.0008   0.5901   0.6580  22.2309  77.9129
   2.000   0.2331   0.00752   0.00016  -0.0009   0.5847   0.6598  22.3985  77.9707
   2.200   0.2562   0.00751   0.00012  -0.0009   0.5781   0.6623  22.6038  78.0519
   2.400   0.2789   0.00750   0.00008  -0.0009   0.5703   0.6666  22.8448  78.1928
   2.600   0.3018   0.00752   0.00008  -0.0009   0.5635   0.6701  23.0544  78.3070
   2.800   0.3250   0.00750   0.00006  -0.0010   0.5540   0.6732  23.3471  78.4079
   3.000   0.3473   0.00756  -0.00001  -0.0009   0.5374   0.6761  23.8561  78.5007
   3.200   0.3703   0.00760  -0.00002  -0.0009   0.5249   0.6788  24.2379  78.5897
   3.400   0.3931   0.00765  -0.00004  -0.0009   0.5126   0.6814  24.6140  78.6767
   3.600   0.4156   0.00775  -0.00006  -0.0009   0.4991   0.6840  25.0264  78.7606
   3.800   0.4386   0.00781  -0.00006  -0.0009   0.4863   0.6865  25.4180  78.8430
   4.000   0.4606   0.00796  -0.00006  -0.0009   0.4656   0.6887  26.0515  78.9153
   4.200   0.4822   0.00818  -0.00006  -0.0007   0.4355   0.6904  26.9765  78.9709
   4.400   0.5031   0.00844  -0.00002  -0.0006   0.3945   0.6928  28.2495  79.0477
   4.600   0.5227   0.00880   0.00008  -0.0003   0.3431   0.6967  29.8768  79.1803
   4.800   0.5427   0.00917   0.00021  -0.0001   0.2983   0.6998  31.3470  79.2829
   5.000   0.5616   0.00969   0.00040   0.0002   0.2457   0.7024  33.1539  79.3730
   5.200   0.5805   0.01021   0.00060   0.0005   0.1973   0.7050  34.9382  79.4574
   5.400   0.6001   0.01065   0.00077   0.0007   0.1600   0.7075  36.4321  79.5419
   5.600   0.6192   0.01114   0.00097   0.0010   0.1254   0.7100  37.9399  79.6267
   5.800   0.6388   0.01157   0.00115   0.0012   0.0962   0.7126  39.3703  79.7125
   6.000   0.6573   0.01212   0.00139   0.0015   0.0650   0.7152  41.1273  79.7993
   6.200   0.6754   0.01273   0.00167   0.0020   0.0378   0.7175  43.0257  79.8782
   6.400   0.6958   0.01306   0.00183   0.0022   0.0331   0.7194  43.4224  79.9426
   6.600   0.7159   0.01342   0.00200   0.0024   0.0299   0.7208  43.7014  79.9902
   6.800   0.7359   0.01373   0.00219   0.0027   0.0278   0.7241  43.8855  80.1043
   7.000   0.7552   0.01410   0.00242   0.0030   0.0265   0.7276  44.0052  80.2254
   7.200   0.7755   0.01433   0.00257   0.0032   0.0262   0.7306  44.0336  80.3284
   7.400   0.7956   0.01459   0.00273   0.0035   0.0258   0.7333  44.0706  80.4227
   7.600   0.8156   0.01487   0.00290   0.0037   0.0254   0.7359  44.1180  80.5128
   7.800   0.8352   0.01517   0.00308   0.0040   0.0248   0.7385  44.1771  80.6011
   8.000   0.8546   0.01548   0.00327   0.0042   0.0241   0.7410  44.2502  80.6884
   8.200   0.8737   0.01583   0.00347   0.0046   0.0233   0.7434  44.3385  80.7727
   8.400   0.8924   0.01619   0.00368   0.0049   0.0223   0.7458  44.4426  80.8534
   8.600   0.9104   0.01662   0.00391   0.0053   0.0212   0.7480  44.5615  80.9301
   8.800   0.9264   0.01723   0.00424   0.0059   0.0198   0.7498  44.7073  80.9937
   9.000   0.9376   0.01821   0.00484   0.0071   0.0184   0.7540  44.8514  81.1433
   9.200   0.9457   0.01942   0.00559   0.0086   0.0177   0.7580  44.9258  81.2878
   9.400   0.9527   0.02070   0.00638   0.0101   0.0174   0.7615  44.9636  81.4128
   9.600   0.9596   0.02196   0.00715   0.0117   0.0172   0.7647  44.9835  81.5287
   9.800   0.9666   0.02316   0.00787   0.0134   0.0171   0.7679  44.9938  81.6444
  10.000   0.9759   0.02438   0.00864   0.0146   0.0170   0.7711  44.9990  81.7590
  10.200   0.9867   0.02552   0.00937   0.0156   0.0170   0.7741  45.0005  81.8685
  11.000   1.0296   0.03001   0.01245   0.0189   0.0171   0.7934  44.9885  82.5867
  11.200   1.0393   0.03110   0.01324   0.0196   0.0172   0.8004  44.9832  82.8490
  11.600   1.0556   0.03322   0.01490   0.0212   0.0173   0.8360  44.9715  84.2637
  11.800   1.0700   0.03427   0.01597   0.0206   0.0174   1.0000  44.9638  97.0000
  12.000   1.0776   0.03556   0.01695   0.0209   0.0174   1.0000  44.9572  97.0000
  12.200   1.0845   0.03689   0.01797   0.0213   0.0175   1.0000  44.9500  97.0000
  12.400   1.0909   0.03827   0.01905   0.0216   0.0176   1.0000  44.9423  97.0000
  12.600   1.0965   0.03973   0.02020   0.0218   0.0177   1.0000  44.9342  97.0000
  12.800   1.1015   0.04124   0.02140   0.0221   0.0177   1.0000  44.9256  97.0000
  13.000   1.1053   0.04286   0.02272   0.0222   0.0178   1.0000  44.9165  97.0000
  13.200   1.1089   0.04454   0.02409   0.0223   0.0179   1.0000  44.9066  97.0000
  13.400   1.1110   0.04639   0.02563   0.0223   0.0180   1.0000  44.8961  97.0000
  13.600   1.1125   0.04832   0.02726   0.0223   0.0181   1.0000  44.8844  97.0000
  13.800   1.1123   0.05044   0.02908   0.0221   0.0182   1.0000  44.8716  97.0000
  14.000   1.1111   0.05275   0.03110   0.0218   0.0184   1.0000  44.8566  97.0000
  14.200   1.1077   0.05539   0.03344   0.0213   0.0185   1.0000  44.8385  97.0000
  14.400   1.1017   0.05845   0.03624   0.0206   0.0188   1.0000  44.8129  97.0000
  14.600   1.0834   0.06331   0.04089   0.0193   0.0194   1.0000  44.7522  97.0000
  14.800   0.9463   0.08819   0.06619   0.0083   0.0229   1.0000  44.3810  97.0000
  15.000   0.9013   0.10017   0.07889   0.0006   0.0234   1.0000  44.3241  97.0000
  16.000   0.7075   0.17520   0.16616  -0.0378   0.0265   1.0000  44.0076  97.0000
  17.000   0.7237   0.19425   0.19254  -0.0470   0.0264   1.0000  44.0184  97.0000
  18.000   0.7473   0.21103   0.21840  -0.0558   0.0261   1.0000  44.0457  97.0000
  19.000   0.7750   0.22636   0.24732  -0.0659   0.0212   1.0000  44.5574  97.0000
  20.000   0.8116   0.23572   0.26508  -0.0722   0.0185   1.0000  44.8416  97.0000
