  
       XFOIL         Version 6.99
  
 Calculated polar for: wxtail                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.500 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  -5.800   0.0832   0.00676   0.00033  -0.1082   0.7596   0.4222  16.8062  71.4650
  -5.600   0.1063   0.00672   0.00035  -0.1084   0.7586   0.4418  16.8444  72.0732
  -5.400   0.1291   0.00669   0.00039  -0.1085   0.7574   0.4647  16.8869  72.7792
  -5.200   0.1520   0.00678   0.00042  -0.1086   0.7560   0.4710  16.9389  72.9726
  -5.000   0.1744   0.00691   0.00047  -0.1087   0.7543   0.4810  17.0012  73.2776
  -4.800   0.1984   0.00677   0.00044  -0.1089   0.7538   0.4896  17.0171  73.5437
  -4.600   0.2224   0.00665   0.00041  -0.1091   0.7532   0.4960  17.0381  73.7383
  -4.400   0.2464   0.00656   0.00037  -0.1094   0.7525   0.5010  17.0635  73.8928
  -4.200   0.2704   0.00649   0.00033  -0.1096   0.7516   0.5039  17.0948  73.9817
  -4.000   0.2943   0.00639   0.00028  -0.1098   0.7504   0.5094  17.1374  74.1504
  -3.800   0.3180   0.00629   0.00024  -0.1099   0.7489   0.5166  17.1905  74.3725
  -3.600   0.3417   0.00621   0.00021  -0.1101   0.7472   0.5222  17.2522  74.5442
  -3.400   0.3654   0.00614   0.00017  -0.1102   0.7453   0.5270  17.3206  74.6906
  -3.200   0.3892   0.00608   0.00012  -0.1104   0.7430   0.5307  17.4004  74.8039
  -3.000   0.4131   0.00601   0.00006  -0.1106   0.7406   0.5335  17.4845  74.8902
  -2.800   0.4370   0.00596  -0.00001  -0.1107   0.7384   0.5355  17.5647  74.9516
  -2.600   0.4608   0.00590  -0.00009  -0.1109   0.7358   0.5367  17.6540  74.9897
  -2.400   0.4844   0.00581  -0.00018  -0.1110   0.7326   0.5405  17.7701  75.1057
  -2.200   0.5074   0.00581  -0.00025  -0.1110   0.7272   0.5462  17.9624  75.2821
  -2.000   0.5315   0.00563  -0.00038  -0.1112   0.7246   0.5509  18.0865  75.4286
  -1.800   0.5556   0.00550  -0.00045  -0.1114   0.7182   0.5549  18.4534  75.5500
  -1.600   0.5803   0.00525  -0.00069  -0.1117   0.6977   0.5582  19.6060  75.6519
  -1.400   0.6014   0.00530  -0.00081  -0.1113   0.6742   0.5608  20.5280  75.7332
  -1.200   0.6219   0.00548  -0.00076  -0.1109   0.6489   0.5631  21.3365  75.8031
  -1.000   0.6421   0.00570  -0.00070  -0.1104   0.6234   0.5652  22.1396  75.8686
  -0.800   0.6622   0.00592  -0.00065  -0.1099   0.5985   0.5669  22.9123  75.9218
  -0.600   0.6835   0.00607  -0.00061  -0.1096   0.5782   0.5681  23.5368  75.9604
  -0.400   0.7046   0.00623  -0.00058  -0.1093   0.5611   0.5690  24.0609  75.9879
  -0.200   0.7263   0.00634  -0.00055  -0.1091   0.5469   0.5718  24.4921  76.0730
   0.000   0.7467   0.00651  -0.00051  -0.1087   0.5258   0.5766  25.1365  76.2233
   0.200   0.7660   0.00676  -0.00044  -0.1081   0.4947   0.5804  26.0798  76.3429
   0.400   0.7834   0.00715  -0.00034  -0.1073   0.4476   0.5833  27.5115  76.4331
   0.600   0.7989   0.00767  -0.00018  -0.1061   0.3902   0.5858  29.2823  76.5097
   0.800   0.8142   0.00821  -0.00000  -0.1049   0.3345   0.5881  31.0433  76.5803
   1.000   0.8286   0.00882   0.00020  -0.1036   0.2741   0.5902  33.0452  76.6466
   1.200   0.8440   0.00936   0.00039  -0.1025   0.2251   0.5922  34.7739  76.7080
   1.400   0.8606   0.00981   0.00055  -0.1015   0.1862   0.5942  36.2445  76.7709
   1.600   0.8768   0.01028   0.00071  -0.1005   0.1497   0.5961  37.7339  76.8306
   1.800   0.8935   0.01071   0.00087  -0.0996   0.1189   0.5977  39.1129  76.8823
   2.000   0.9104   0.01112   0.00101  -0.0987   0.0931   0.5991  40.3991  76.9236
   2.200   0.9268   0.01155   0.00117  -0.0977   0.0696   0.6001  41.7147  76.9549
   2.400   0.9431   0.01198   0.00132  -0.0967   0.0476   0.6008  43.1472  76.9792
   2.600   0.9584   0.01246   0.00151  -0.0955   0.0286   0.6014  44.6771  76.9978
   2.800   0.9770   0.01269   0.00160  -0.0948   0.0238   0.6050  45.1272  77.1104
   3.000   0.9956   0.01290   0.00169  -0.0941   0.0226   0.6090  45.2533  77.2379
   3.200   1.0139   0.01314   0.00179  -0.0934   0.0217   0.6124  45.3507  77.3440
   3.400   1.0319   0.01338   0.00189  -0.0926   0.0210   0.6151  45.4350  77.4291
   3.600   1.0491   0.01363   0.00199  -0.0917   0.0203   0.6174  45.5104  77.5005
   3.800   1.0650   0.01388   0.00208  -0.0905   0.0194   0.6193  45.6023  77.5630
   4.000   1.0809   0.01414   0.00218  -0.0893   0.0188   0.6212  45.6707  77.6209
   4.200   1.0970   0.01444   0.00230  -0.0883   0.0182   0.6229  45.7343  77.6757
   4.400   1.1129   0.01476   0.00244  -0.0872   0.0176   0.6246  45.7986  77.7284
   4.600   1.1282   0.01512   0.00260  -0.0860   0.0170   0.6261  45.8693  77.7784
   4.800   1.1418   0.01560   0.00281  -0.0846   0.0161   0.6277  45.9628  77.8276
   5.000   1.1571   0.01596   0.00298  -0.0835   0.0157   0.6292  46.0065  77.8742
   5.200   1.1740   0.01622   0.00309  -0.0827   0.0157   0.6304  46.0180  77.9144
   5.400   1.1909   0.01648   0.00320  -0.0819   0.0155   0.6314  46.0345  77.9462
   5.600   1.2076   0.01675   0.00331  -0.0811   0.0154   0.6322  46.0591  77.9703
   5.800   1.2240   0.01704   0.00343  -0.0803   0.0151   0.6328  46.0967  77.9886
   6.000   1.2399   0.01736   0.00356  -0.0794   0.0147   0.6340  46.1498  78.0279
   6.200   1.2550   0.01771   0.00371  -0.0784   0.0141   0.6374  46.2280  78.1379
   6.400   1.2692   0.01815   0.00391  -0.0773   0.0135   0.6401  46.3084  78.2236
   6.600   1.2826   0.01864   0.00414  -0.0761   0.0130   0.6422  46.3718  78.2909
   6.800   1.2955   0.01919   0.00441  -0.0749   0.0127   0.6439  46.4181  78.3475
   7.000   1.3081   0.01976   0.00469  -0.0737   0.0125   0.6455  46.4524  78.3976
   7.200   1.3200   0.02038   0.00501  -0.0723   0.0123   0.6469  46.4780  78.4438
   7.400   1.3315   0.02103   0.00535  -0.0710   0.0121   0.6483  46.4975  78.4872
   7.600   1.3430   0.02171   0.00571  -0.0697   0.0120   0.6496  46.5127  78.5307
   7.800   1.3535   0.02245   0.00612  -0.0683   0.0119   0.6511  46.5243  78.5767
   8.000   1.3634   0.02322   0.00655  -0.0669   0.0119   0.6525  46.5333  78.6237
   8.200   1.3732   0.02402   0.00701  -0.0655   0.0118   0.6539  46.5401  78.6692
   8.400   1.3822   0.02489   0.00751  -0.0640   0.0118   0.6552  46.5449  78.7117
   8.600   1.3905   0.02582   0.00807  -0.0626   0.0118   0.6565  46.5489  78.7508
   8.800   1.3987   0.02677   0.00864  -0.0611   0.0118   0.6575  46.5510  78.7856
   9.000   1.4064   0.02776   0.00925  -0.0596   0.0117   0.6585  46.5517  78.8177
   9.200   1.4124   0.02886   0.00995  -0.0580   0.0118   0.6594  46.5513  78.8469
   9.400   1.4184   0.03000   0.01068  -0.0564   0.0118   0.6603  46.5499  78.8737
   9.600   1.4245   0.03117   0.01143  -0.0549   0.0118   0.6610  46.5475  78.8975
   9.800   1.4303   0.03238   0.01223  -0.0534   0.0118   0.6617  46.5441  78.9186
  10.000   1.4340   0.03377   0.01317  -0.0518   0.0118   0.6622  46.5399  78.9368
  10.200   1.4376   0.03517   0.01414  -0.0502   0.0119   0.6627  46.5349  78.9525
  10.400   1.4413   0.03659   0.01512  -0.0487   0.0119   0.6631  46.5288  78.9661
  10.600   1.4451   0.03808   0.01614  -0.0472   0.0120   0.6635  46.5218  78.9777
  10.800   1.4484   0.03964   0.01724  -0.0458   0.0120   0.6638  46.5137  78.9876
  11.000   1.4500   0.04139   0.01850  -0.0443   0.0121   0.6641  46.5049  78.9958
  11.200   1.4509   0.04324   0.01988  -0.0429   0.0122   0.6654  46.4951  79.0430
  11.400   1.4522   0.04512   0.02130  -0.0416   0.0122   0.6673  46.4840  79.1091
  11.600   1.4527   0.04710   0.02280  -0.0403   0.0123   0.6686  46.4718  79.1561
  11.800   1.4517   0.04928   0.02448  -0.0391   0.0124   0.6697  46.4588  79.1953
  12.000   1.4490   0.05174   0.02641  -0.0379   0.0125   0.6707  46.4443  79.2302
  12.200   1.4446   0.05448   0.02861  -0.0369   0.0126   0.6715  46.4291  79.2612
  12.400   1.4401   0.05734   0.03093  -0.0361   0.0128   0.6723  46.4123  79.2896
  12.600   1.4342   0.06039   0.03347  -0.0354   0.0128   0.6731  46.4002  79.3160
  12.800   1.4299   0.06329   0.03591  -0.0351   0.0129   0.6738  46.3981  79.3425
  13.000   1.4253   0.06627   0.03845  -0.0350   0.0128   0.6745  46.3998  79.3681
  13.200   1.4195   0.06941   0.04119  -0.0350   0.0128   0.6752  46.4026  79.3918
  13.400   1.4133   0.07274   0.04412  -0.0353   0.0128   0.6758  46.4056  79.4143
  13.600   1.4059   0.07638   0.04738  -0.0358   0.0128   0.6764  46.4078  79.4352
  13.800   1.3967   0.08039   0.05106  -0.0367   0.0128   0.6770  46.4082  79.4552
  14.000   1.3862   0.08472   0.05513  -0.0377   0.0128   0.6775  46.4057  79.4738
  14.200   1.3713   0.08989   0.06015  -0.0394   0.0129   0.6779  46.3988  79.4897
  14.400   1.3537   0.09570   0.06598  -0.0415   0.0129   0.6783  46.3875  79.5034
  14.600   1.3347   0.10194   0.07248  -0.0442   0.0130   0.6786  46.3759  79.5155
  14.800   1.3134   0.10887   0.07996  -0.0476   0.0131   0.6789  46.3645  79.5255
  15.000   1.2896   0.11651   0.08854  -0.0518   0.0132   0.6791  46.3534  79.5327
