  
       XFOIL         Version 6.97
  
 Calculated polar for: H15                                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        0.920 (bottom)  
 Mach =   0.000     Re =     1.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  18.000   1.4333   0.08951   0.08538  -0.0281   0.0025   0.9200
  18.200   1.4265   0.09323   0.08917  -0.0290   0.0024   0.9200
  18.400   1.4191   0.09711   0.09313  -0.0300   0.0024   0.9200
  18.600   1.4113   0.10110   0.09720  -0.0311   0.0024   0.9200
  18.800   1.4030   0.10518   0.10135  -0.0323   0.0024   0.9200
  19.000   1.3948   0.10932   0.10558  -0.0336   0.0024   0.9200
  19.200   1.3865   0.11353   0.10986  -0.0350   0.0024   0.9200
  19.400   1.3783   0.11779   0.11420  -0.0366   0.0024   0.9200
  19.600   1.3701   0.12211   0.11859  -0.0382   0.0024   0.9200
  19.800   1.3617   0.12649   0.12305  -0.0400   0.0023   0.9200
  20.000   1.3531   0.13096   0.12760  -0.0419   0.0023   0.9200
  20.200   1.3446   0.13551   0.13222  -0.0439   0.0023   0.9200
  20.400   1.3363   0.14009   0.13688  -0.0460   0.0023   0.9200
  20.600   1.3283   0.14469   0.14156  -0.0483   0.0023   0.9200
  20.800   1.3205   0.14931   0.14624  -0.0506   0.0023   0.9200
  21.000   1.3129   0.15389   0.15090  -0.0530   0.0023   0.9200
  21.200   1.3058   0.15847   0.15555  -0.0555   0.0023   0.9200
  21.400   1.2986   0.16314   0.16029  -0.0582   0.0022   0.9200
  21.600   1.2917   0.16785   0.16507  -0.0609   0.0022   0.9200
  21.800   1.2854   0.17251   0.16979  -0.0637   0.0022   0.9200
  22.000   1.2799   0.17704   0.17438  -0.0665   0.0022   0.9200
  22.200   1.2741   0.18169   0.17910  -0.0695   0.0022   0.9200
  22.400   1.2686   0.18635   0.18382  -0.0725   0.0022   0.9200
  22.600   1.2641   0.19080   0.18833  -0.0754   0.0022   0.9200
  22.800   1.2590   0.19544   0.19304  -0.0785   0.0022   0.9200
  23.000   1.2544   0.20008   0.19775  -0.0817   0.0022   0.9200
  23.200   1.2507   0.20455   0.20227  -0.0847   0.0022   0.9200
  23.400   1.2462   0.20933   0.20711  -0.0881   0.0022   0.9200
  23.600   1.2430   0.21379   0.21164  -0.0912   0.0022   0.9200
  23.800   1.2386   0.21873   0.21663  -0.0947   0.0022   0.9200
  24.000   1.2353   0.22339   0.22136  -0.0980   0.0022   0.9200
  24.200   1.2311   0.22847   0.22650  -0.1016   0.0022   0.9200
  24.400   1.2270   0.23360   0.23169  -0.1053   0.0022   0.9200
  24.600   1.2229   0.23885   0.23701  -0.1091   0.0022   0.9200
  24.800   1.2168   0.24499   0.24323  -0.1133   0.0023   0.9200
  25.000   1.2093   0.25185   0.25018  -0.1180   0.0023   0.9200
